priority_rank,canonical_condition,canonical_condition_id,variant_id,question_id,question_text,contexts,source,reuse_bank_count,current_selection_level,current_urgency,default_selected,required,red_flag,clinical_rationale,follow_up_behavior,current_branching,feedback_action,proposed_text,proposed_selection_level,proposed_urgency,proposed_branching,reviewer,reviewed_at,rationale,disposition,accepted_by,accepted_at,feedback_id,row_type,bank_id,current_bank_version,current_question_version
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.pulmonary.breathing_change,"Compared with the last review, how has your breathing during usual activity changed?",intake; monthly_checkin; care_plan_review,new,4,recommended,,true,false,false,Tracks respiratory trajectory during ordinary activity.,Review worsening or high-burden responses during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.pulmonary.breathing_change,question,ccm-bank.interstitial_lung_disease,1,1
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.pulmonary.cough_sputum_change,Has your cough or mucus changed from your usual pattern?,intake; monthly_checkin; care_plan_review,new,4,recommended,,true,false,false,Detects a change that may indicate pulmonary exacerbation or infection.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.pulmonary.cough_sputum_change,question,ccm-bank.interstitial_lung_disease,1,1
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.pulmonary.urgent_breathing,Are you short of breath at rest or unable to speak comfortably because of breathing difficulty?,intake; monthly_checkin; care_plan_review,new,5,recommended,urgent,true,false,true,Screens for severe respiratory compromise.,A yes response creates a urgent clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-pulmonary-urgent_breathing-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""severe_breathing_difficulty"",""urgency"":""urgent"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.pulmonary.urgent_breathing,question,ccm-bank.interstitial_lung_disease,1,1
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.pulmonary.oxygen_issue,"If you use oxygen, is a device or supply problem keeping you from using it as directed?",intake; monthly_checkin; care_plan_review,new,4,recommended,soon,true,false,false,Identifies oxygen equipment-access barriers without assuming oxygen use.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-pulmonary-oxygen_issue-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""oxygen_equipment_or_supply_barrier"",""urgency"":""soon""}]}]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.pulmonary.oxygen_issue,question,ccm-bank.interstitial_lung_disease,1,1
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.pulmonary.flare_treatment,"Have you needed an unplanned breathing treatment, antibiotic, or steroid since the last review?",intake; monthly_checkin; care_plan_review,new,4,recommended,,true,false,false,Captures exacerbation treatment and potential medication reconciliation needs.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.pulmonary.flare_treatment,question,ccm-bank.interstitial_lung_disease,1,1
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.symptom.shortness_of_breath,Are you having shortness of breath?,intake; monthly_checkin; care_plan_review; annual_review,existing,9,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""shortness-of-breath-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.symptom.sob_onset"",""ccm.symptom.sob_severity"",""ccm.symptom.sob_worsening"",""ccm.symptom.sob_associated"",""ccm.symptom.sob_provider_notified""]}]}]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.symptom.shortness_of_breath,question,ccm-bank.interstitial_lung_disease,1,1
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.specialist.pending_followup,question,ccm-bank.interstitial_lung_disease,1,1
44,Interstitial Lung Disease,interstitial_lung_disease,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:interstitial_lung_disease:base:ccm.goal.priority,question,ccm-bank.interstitial_lung_disease,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.general.health_change,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.medication.has_issue,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.function.daily_activity_difficulty,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.treatment.plan_barrier,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,recommended,routine,true,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.specialist.visit_change,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.inflammatory.flare_change,"Compared with the last review, how have condition flares changed?",intake; monthly_checkin; care_plan_review,new,5,recommended,,true,false,false,Tracks inflammatory disease activity without combining separate symptoms into one diagnostic assumption.,Review worsening or high-burden responses during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.inflammatory.flare_change,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.inflammatory.swelling,Have you had new or worsening joint swelling?,intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Identifies a change in inflammatory joint activity.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.inflammatory.swelling,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.inflammatory.infection_signs,Have you had a fever or other infection concern while using immune-suppressing treatment?,intake; monthly_checkin; care_plan_review,new,5,recommended,same_day,true,false,true,Screens for infection concerns when immune-suppressing treatment is actually in use.,A yes response creates a same_day clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-inflammatory-infection_signs-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""infection_concern_on_immunosuppression"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.inflammatory.infection_signs,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.lupus.organ_concern,Has a clinician told you there is new organ involvement from lupus?,intake; monthly_checkin; care_plan_review,new,1,recommended,,true,false,false,Captures confirmed management-changing organ involvement without asking the patient to diagnose it.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.lupus.organ_concern,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.pain.severity,What is your pain level today from 0 to 10?,intake; monthly_checkin; care_plan_review; annual_review,existing,20,recommended,same_day,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""high-pain"",""when"":{""operator"":""greater_than_or_equal"",""value"":8},""actions"":[{""type"":""flag_for_review"",""code"":""high_pain"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.pain.severity,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.pain.function_interference,Is pain preventing an important daily activity?,intake; monthly_checkin; care_plan_review; annual_review,existing,13,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""pain-function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""pain_function_limit"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.pain.function_interference,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.falls.had_fall,Have you fallen since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,32,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""fall-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.falls.date"",""ccm.falls.injury"",""ccm.falls.er_visit"",""ccm.falls.recurring""]}]}]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.falls.had_fall,question,ccm-bank.systemic_lupus_erythematosus,1,1
45,Systemic Lupus Erythematosus,systemic_lupus_erythematosus,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:systemic_lupus_erythematosus:base:ccm.goal.priority,question,ccm-bank.systemic_lupus_erythematosus,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.general.health_change,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.medication.has_issue,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.function.daily_activity_difficulty,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.treatment.plan_barrier,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,recommended,routine,true,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.specialist.visit_change,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.wound.size_depth_change,Has the wound become larger or deeper since the last review?,intake; monthly_checkin; care_plan_review,new,2,recommended,,true,false,false,Tracks wound progression using observable change.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.wound.size_depth_change,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.wound.drainage_odor,Has drainage or odor from the wound increased?,intake; monthly_checkin; care_plan_review,new,2,recommended,,true,false,false,Screens for worsening local wound burden.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.wound.drainage_odor,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.wound.infection_red_flag,"Do you have spreading redness, warmth, or fever with the wound?",intake; monthly_checkin; care_plan_review,new,2,recommended,same_day,true,false,true,Screens for possible spreading infection requiring prompt review.,A yes response creates a same_day clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-wound-infection_red_flag-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""possible_wound_infection"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.wound.infection_red_flag,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.wound.dressing_access,Do you have the supplies and help needed for wound care?,intake; monthly_checkin; care_plan_review,new,2,recommended,routine,true,false,false,Identifies supply or caregiver barriers that can delay healing.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-wound-dressing_access-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""wound_care_supply_or_help"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.wound.dressing_access,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.wound.appointment_pending,"Is a wound, podiatry, vascular, or infectious-disease visit overdue?",intake; monthly_checkin; care_plan_review,new,2,recommended,,true,false,false,Identifies overdue specialty follow-up relevant to wound healing.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.wound.appointment_pending,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.specialist.pending_followup,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.coordination.open_need,"Do you need help arranging care, equipment, referrals, records, or services?",intake; monthly_checkin; care_plan_review; annual_review,existing,10,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.coordination.open_need-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_coordination_open_need"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.coordination.open_need,question,ccm-bank.chronic_osteomyelitis,1,1
46,Chronic Osteomyelitis,chronic_osteomyelitis,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:chronic_osteomyelitis:base:ccm.goal.priority,question,ccm-bank.chronic_osteomyelitis,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.general.health_change,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.medication.has_issue,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.function.daily_activity_difficulty,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.treatment.plan_barrier,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,recommended,routine,true,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.specialist.visit_change,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.substance.use_since_contact,Have you used the substance related to this diagnosis since the last contact?,intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Tracks current use without judgment and supports treatment planning.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.substance.use_since_contact,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.substance.craving_change,"Compared with the last review, how have cravings changed?",intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Tracks relapse risk using a deterministic response set.,Review worsening or high-burden responses during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.substance.craving_change,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.substance.withdrawal_red_flag,"Are you having severe shaking, confusion, hallucinations, or a seizure while cutting down or stopping?",intake; monthly_checkin; care_plan_review,new,2,recommended,urgent,true,false,true,Screens for potentially dangerous withdrawal symptoms.,A yes response creates a urgent clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-substance-withdrawal_red_flag-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""severe_withdrawal_symptoms"",""urgency"":""urgent"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.substance.withdrawal_red_flag,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.substance.treatment_access,"Have you had trouble getting counseling, recovery support, or prescribed treatment?",intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Identifies access barriers to ongoing substance-use treatment.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.substance.treatment_access,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.mental.mood_frequency,"How often have you felt down, depressed, or hopeless in the past two weeks?",intake; monthly_checkin; care_plan_review; annual_review,existing,8,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""mood-frequent"",""when"":{""operator"":""in"",""value"":[""more_than_half"",""nearly_every_day""]},""actions"":[{""type"":""flag_for_review"",""code"":""frequent_depressive_symptoms"",""urgency"":""soon"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.mental.mood_frequency,question,ccm-bank.alcohol_use_disorder,1,1
